Municipios;Periodo;Total
03006 Alcalalí;2017;8.625
03006 Alcalalí;2016;8.646
03006 Alcalalí;2015;8.828
03007 Alcosser;2022;15.752
03007 Alcosser;2021;14.891
03007 Alcosser;2020;13.825
03007 Alcosser;2019;13.488
03007 Alcosser;2018;12.638
03007 Alcosser;2017;11.352
03007 Alcosser;2016;10.772
03007 Alcosser;2015;11.175
03008 Alcoleja;2022;12.144
03008 Alcoleja;2021;12.456
03008 Alcoleja;2020;11.715
03008 Alcoleja;2019;11.817
03008 Alcoleja;2018;11.250
03008 Alcoleja;2017;10.327
03008 Alcoleja;2016;9.892
03008 Alcoleja;2015;9.631
03009 Alcoi/Alcoy;2022;12.577
03009 Alcoi/Alcoy;2021;12.081
03009 Alcoi/Alcoy;2020;11.496
03009 Alcoi/Alcoy;2019;11.220
03009 Alcoi/Alcoy;2018;10.786
03009 Alcoi/Alcoy;2017;10.288
03009 Alcoi/Alcoy;2016;9.859
03009 Alcoi/Alcoy;2015;9.609
03010 Alfafara;2022;12.950
03010 Alfafara;2021;12.318
03010 Alfafara;2020;11.432
03010 Alfafara;2019;11.393
03010 Alfafara;2018;11.026
03010 Alfafara;2017;10.036
03010 Alfafara;2016;9.098
03010 Alfafara;2015;9.135
03011 Alfàs del Pi, l';2022;10.659
03011 Alfàs del Pi, l';2021;9.812
03011 Alfàs del Pi, l';2020;9.246
03011 Alfàs del Pi, l';2019;9.524
03011 Alfàs del Pi, l';2018;9.022
03011 Alfàs del Pi, l';2017;8.661
03011 Alfàs del Pi, l';2016;7.903
03011 Alfàs del Pi, l';2015;7.888
03012 Algorfa;2022;9.284
03012 Algorfa;2021;8.645
03012 Algorfa;2020;8.067
03012 Algorfa;2019;8.337
03012 Algorfa;2018;8.029
03012 Algorfa;2017;7.478
03012 Algorfa;2016;5.881
03012 Algorfa;2015;6.762
03013 Algueña;2022;10.169
03013 Algueña;2021;9.979
03013 Algueña;2020;9.615
03013 Algueña;2019;9.733
03013 Algueña;2018;9.636
03013 Algueña;2017;8.813
03013 Algueña;2016;8.868
03013 Algueña;2015;8.531
03014 Alacant/Alicante;2022;12.743
03014 Alacant/Alicante;2021;12.148
03014 Alacant/Alicante;2020;11.676
03014 Alacant/Alicante;2019;11.621
03014 Alacant/Alicante;2018;11.126
03014 Alacant/Alicante;2017;10.802
03014 Alacant/Alicante;2016;10.415
03014 Alacant/Alicante;2015;10.231
03015 Almoradí;2022;9.376
03015 Almoradí;2021;8.538
03015 Almoradí;2020;8.479
03015 Almoradí;2019;8.277
03015 Almoradí;2018;7.840
03015 Almoradí;2017;7.485
03015 Almoradí;2016;7.148
03015 Almoradí;2015;6.849
03016 Almudaina;2022;14.046
03016 Almudaina;2021;11.730
03016 Almudaina;2020;12.766
03016 Almudaina;2019;15.091
03016 Almudaina;2018;13.259
03016 Almudaina;2017;12.349
03016 Almudaina;2016;11.317
03016 Almudaina;2015;10.760
03017 Alqueria d'Asnar, l';2022;12.710
03017 Alqueria d'Asnar, l';2021;11.922
03017 Alqueria d'Asnar, l';2020;10.930
03017 Alqueria d'Asnar, l';2019;10.510
03017 Alqueria d'Asnar, l';2018;9.818
03017 Alqueria d'Asnar, l';2017;9.342
03017 Alqueria d'Asnar, l';2016;8.953
03017 Alqueria d'Asnar, l';2015;8.332
03018 Altea;2022;11.459
03018 Altea;2021;10.866
03018 Altea;2020;10.393
03018 Altea;2019;10.451
03018 Altea;2018;10.028
03018 Altea;2017;9.560
03018 Altea;2016;8.588
03018 Altea;2015;8.934
03019 Aspe;2022;10.479
03019 Aspe;2021;9.874
03019 Aspe;2020;9.394
03019 Aspe;2019;9.159
03019 Aspe;2018;8.559
03019 Aspe;2017;8.073
03019 Aspe;2016;7.763
03019 Aspe;2015;7.531
03020 Balones;2022;13.589
03020 Balones;2021;13.471
03020 Balones;2020;11.928
03020 Balones;2019;12.051
03020 Balones;2018;10.798
03020 Balones;2017;10.598
03020 Balones;2016;10.429
03020 Balones;2015;10.194
03021 Banyeres de Mariola;2022;12.979
03021 Banyeres de Mariola;2021;11.998
03021 Banyeres de Mariola;2020;11.707
03021 Banyeres de Mariola;2019;11.590
03021 Banyeres de Mariola;2018;11.133
03021 Banyeres de Mariola;2017;10.364
03021 Banyeres de Mariola;2016;10.066
03021 Banyeres de Mariola;2015;9.521
03022 Benasau;2022;16.107
03022 Benasau;2021;15.557
03022 Benasau;2020;15.201
03022 Benasau;2019;17.732
03022 Benasau;2018;15.905
03022 Benasau;2017;13.416
03022 Benasau;2016;13.889
03022 Benasau;2015;13.531
03023 Beneixama;2022;13.192
03023 Beneixama;2021;12.625
03023 Beneixama;2020;11.838
03023 Beneixama;2019;11.829
03023 Beneixama;2018;11.386
03023 Beneixama;2017;10.724
03023 Beneixama;2016;10.046
03023 Beneixama;2015;9.623
03024 Benejúzar;2022;9.859
03024 Benejúzar;2021;9.554
03024 Benejúzar;2020;9.192
03024 Benejúzar;2019;8.826
03024 Benejúzar;2018;8.650
03024 Benejúzar;2017;8.130
03024 Benejúzar;2016;7.788
03024 Benejúzar;2015;7.523
03025 Benferri;2022;10.642
03025 Benferri;2021;10.189
03025 Benferri;2020;9.736
03025 Benferri;2019;9.418
03025 Benferri;2018;9.084
03025 Benferri;2017;8.726
03025 Benferri;2016;8.276
03025 Benferri;2015;7.989
03026 Beniarbeig;2022;11.557
03026 Beniarbeig;2021;10.729
03026 Beniarbeig;2020;10.095
03026 Beniarbeig;2019;9.803
03026 Beniarbeig;2018;9.459
03026 Beniarbeig;2017;9.108
03026 Beniarbeig;2016;8.570
03026 Beniarbeig;2015;8.310
03027 Beniardà;2022;12.700
03027 Beniardà;2021;10.861
03027 Beniardà;2020;10.407
03027 Beniardà;2019;10.062
03027 Beniardà;2018;9.788
03027 Beniardà;2017;9.490
03027 Beniardà;2016;9.182
03027 Beniardà;2015;8.693
03028 Beniarrés;2022;11.676
03028 Beniarrés;2021;10.894
03028 Beniarrés;2020;10.398
03028 Beniarrés;2019;10.063
03028 Beniarrés;2018;9.422
03028 Beniarrés;2017;8.941
03028 Beniarrés;2016;8.345
03028 Beniarrés;2015;8.270
03029 Benigembla;2022;11.074
03029 Benigembla;2021;10.137
03029 Benigembla;2020;9.590
03029 Benigembla;2019;9.838
03029 Benigembla;2018;8.859
03029 Benigembla;2017;9.043
03029 Benigembla;2016;8.035
03029 Benigembla;2015;9.103
03030 Benidoleig;2022;11.722
03030 Benidoleig;2021;10.707
03030 Benidoleig;2020;9.799
03030 Benidoleig;2019;10.033
03030 Benidoleig;2018;9.383
03030 Benidoleig;2017;9.531
03030 Benidoleig;2016;8.620
03030 Benidoleig;2015;8.928
03031 Benidorm;2022;11.349
03031 Benidorm;2021;10.471
03031 Benidorm;2020;9.891
03031 Benidorm;2019;10.553
03031 Benidorm;2018;10.124
03031 Benidorm;2017;9.724
03031 Benidorm;2016;8.983
03031 Benidorm;2015;9.029
03032 Benifallim;2022;19.130
03032 Benifallim;2021;18.342
03032 Benifallim;2020;16.834
03032 Benifallim;2019;16.213
03032 Benifallim;2018;15.651
03032 Benifallim;2017;14.664
03032 Benifallim;2016;14.618
03032 Benifallim;2015;13.893
03033 Benifato;2022;12.954
03033 Benifato;2021;11.387
03033 Benifato;2020;12.986
03033 Benifato;2019;11.482
03033 Benifato;2018;9.783
03033 Benifato;2017;8.999
03033 Benifato;2016;8.405
03033 Benifato;2015;8.540
03034 Benijófar;2022;10.008
03034 Benijófar;2021;9.295
03034 Benijófar;2020;8.417
03034 Benijófar;2019;8.610
03034 Benijófar;2018;7.957
03034 Benijófar;2017;7.361
03034 Benijófar;2016;5.966
03034 Benijófar;2015;6.926
03035 Benilloba;2022;12.963
03035 Benilloba;2021;12.037
03035 Benilloba;2020;11.318
03035 Benilloba;2019;11.570
03035 Benilloba;2018;11.195
03035 Benilloba;2017;10.265
03035 Benilloba;2016;9.634
03035 Benilloba;2015;9.603
03036 Benillup;2022;14.328
03036 Benillup;2021;14.148
03036 Benillup;2020;13.352
03036 Benillup;2019;.
03036 Benillup;2018;.
03036 Benillup;2017;.
03036 Benillup;2016;10.660
03036 Benillup;2015;.
03037 Benimantell;2022;11.054
03037 Benimantell;2021;10.757
03037 Benimantell;2020;9.810
03037 Benimantell;2019;9.934
03037 Benimantell;2018;9.521
03037 Benimantell;2017;9.031
03037 Benimantell;2016;8.839
03037 Benimantell;2015;8.509
03038 Benimarfull;2022;16.622
03038 Benimarfull;2021;17.064
03038 Benimarfull;2020;23.205
03038 Benimarfull;2019;14.084
03038 Benimarfull;2018;12.804
03038 Benimarfull;2017;13.606
03038 Benimarfull;2016;10.987
03038 Benimarfull;2015;10.887
03039 Benimassot;2022;14.089
03039 Benimassot;2021;.
03039 Benimassot;2020;13.720
03039 Benimassot;2019;.
03039 Benimassot;2018;11.448
03039 Benimassot;2017;.
03039 Benimassot;2016;.
03039 Benimassot;2015;9.711
03040 Benimeli;2022;11.056
03040 Benimeli;2021;10.704
03040 Benimeli;2020;10.775
03040 Benimeli;2019;10.114
03040 Benimeli;2018;9.642
03040 Benimeli;2017;9.166
03040 Benimeli;2016;8.920
03040 Benimeli;2015;8.609
03041 Benissa;2022;11.232
03041 Benissa;2021;10.446
03041 Benissa;2020;9.655
03041 Benissa;2019;9.900
03041 Benissa;2018;9.714
03041 Benissa;2017;9.047
03041 Benissa;2016;8.136
03041 Benissa;2015;8.269
03042 Poble Nou de Benitatxell, el/Benitachell;2022;10.372
03042 Poble Nou de Benitatxell, el/Benitachell;2021;9.499
03042 Poble Nou de Benitatxell, el/Benitachell;2020;9.194
03042 Poble Nou de Benitatxell, el/Benitachell;2019;9.132
03042 Poble Nou de Benitatxell, el/Benitachell;2018;8.448
03042 Poble Nou de Benitatxell, el/Benitachell;2017;8.296
03042 Poble Nou de Benitatxell, el/Benitachell;2016;7.226
03042 Poble Nou de Benitatxell, el/Benitachell;2015;7.986
03043 Biar;2022;13.615
03043 Biar;2021;12.589
03043 Biar;2020;12.321
03043 Biar;2019;11.647
03043 Biar;2018;11.081
03043 Biar;2017;10.290
03043 Biar;2016;10.089
03043 Biar;2015;9.719
03044 Bigastro;2022;10.093
03044 Bigastro;2021;9.928
03044 Bigastro;2020;9.761
03044 Bigastro;2019;9.098
03044 Bigastro;2018;8.941
03044 Bigastro;2017;8.341
03044 Bigastro;2016;8.923
03044 Bigastro;2015;7.575
03045 Bolulla;2022;8.834
03045 Bolulla;2021;7.866
03045 Bolulla;2020;8.257
03045 Bolulla;2019;8.014
03045 Bolulla;2018;7.261
03045 Bolulla;2017;6.694
03045 Bolulla;2016;6.626
03045 Bolulla;2015;6.537
03046 Busot;2022;11.356
03046 Busot;2021;10.567
03046 Busot;2020;9.596
03046 Busot;2019;9.572
03046 Busot;2018;9.309
03046 Busot;2017;8.713
03046 Busot;2016;7.922
03046 Busot;2015;8.304
03047 Calp;2022;10.528
03047 Calp;2021;9.916
03047 Calp;2020;8.996
03047 Calp;2019;9.436
03047 Calp;2018;9.089
03047 Calp;2017;8.663
03047 Calp;2016;7.287
03047 Calp;2015;8.221
03048 Callosa d'en Sarrià;2022;10.455
03048 Callosa d'en Sarrià;2021;9.672
03048 Callosa d'en Sarrià;2020;8.937
03048 Callosa d'en Sarrià;2019;9.326
03048 Callosa d'en Sarrià;2018;9.107
03048 Callosa d'en Sarrià;2017;8.751
03048 Callosa d'en Sarrià;2016;7.916
03048 Callosa d'en Sarrià;2015;8.089
03049 Callosa de Segura;2022;9.614
03049 Callosa de Segura;2021;9.372
03049 Callosa de Segura;2020;8.836
03049 Callosa de Segura;2019;8.732
03049 Callosa de Segura;2018;8.707
03049 Callosa de Segura;2017;8.091
03049 Callosa de Segura;2016;7.620
03049 Callosa de Segura;2015;7.412
03050 Campello, el;2022;13.394
03050 Campello, el;2021;12.670
03050 Campello, el;2020;11.974
03050 Campello, el;2019;11.781
03050 Campello, el;2018;11.332
03050 Campello, el;2017;10.850
03050 Campello, el;2016;10.399
03050 Campello, el;2015;10.406
03051 Camp de Mirra, el/Campo de Mirra;2022;11.439
03051 Camp de Mirra, el/Campo de Mirra;2021;10.822
03051 Camp de Mirra, el/Campo de Mirra;2020;10.221
03051 Camp de Mirra, el/Campo de Mirra;2019;9.932
03051 Camp de Mirra, el/Campo de Mirra;2018;9.736
03051 Camp de Mirra, el/Campo de Mirra;2017;9.050
03051 Camp de Mirra, el/Campo de Mirra;2016;8.364
03051 Camp de Mirra, el/Campo de Mirra;2015;7.900
03052 Cañada;2022;11.850
03052 Cañada;2021;11.539
03052 Cañada;2020;10.922
03052 Cañada;2019;10.804
03052 Cañada;2018;10.252
03052 Cañada;2017;9.817
03052 Cañada;2016;9.019
03052 Cañada;2015;8.748
03053 Castalla;2022;11.722
03053 Castalla;2021;11.362
03053 Castalla;2020;10.693
03053 Castalla;2019;10.610
03053 Castalla;2018;10.155
03053 Castalla;2017;9.597
03053 Castalla;2016;8.783
03053 Castalla;2015;8.588
03054 Castell de Castells;2022;11.589
03054 Castell de Castells;2021;11.249
03054 Castell de Castells;2020;10.737
03054 Castell de Castells;2019;8.408
03054 Castell de Castells;2018;10.091
03054 Castell de Castells;2017;9.434
03054 Castell de Castells;2016;8.437
03054 Castell de Castells;2015;8.756
03055 Catral;2022;9.702
03055 Catral;2021;9.028
03055 Catral;2020;8.333
03055 Catral;2019;8.290
03055 Catral;2018;7.861
03055 Catral;2017;7.401
03055 Catral;2016;7.019
03055 Catral;2015;6.887
03056 Cocentaina;2022;12.227
03056 Cocentaina;2021;11.545
03056 Cocentaina;2020;10.892
03056 Cocentaina;2019;10.102
03056 Cocentaina;2018;10.118
03056 Cocentaina;2017;9.623
03056 Cocentaina;2016;9.300
03056 Cocentaina;2015;9.069
03057 Confrides;2022;10.803
03057 Confrides;2021;11.082
03057 Confrides;2020;9.870
03057 Confrides;2019;9.373
03057 Confrides;2018;9.633
03057 Confrides;2017;9.049
03057 Confrides;2016;8.274
03057 Confrides;2015;8.411
03058 Cox;2022;10.320
03058 Cox;2021;9.676
03058 Cox;2020;9.242
03058 Cox;2019;9.073
03058 Cox;2018;8.665
03058 Cox;2017;8.123
03058 Cox;2016;7.971
03058 Cox;2015;7.639
03059 Crevillent;2022;9.880
03059 Crevillent;2021;9.281
03059 Crevillent;2020;8.838
03059 Crevillent;2019;8.678
03059 Crevillent;2018;8.312
03059 Crevillent;2017;7.849
03059 Crevillent;2016;7.541
03059 Crevillent;2015;7.214
03060 Quatretondeta;2022;11.297
03060 Quatretondeta;2021;10.807
03060 Quatretondeta;2020;10.322
03060 Quatretondeta;2019;10.107
03060 Quatretondeta;2018;10.876
03060 Quatretondeta;2017;9.826
03060 Quatretondeta;2016;8.931
03060 Quatretondeta;2015;9.436
03061 Daya Nueva;2022;10.429
03061 Daya Nueva;2021;9.736
03061 Daya Nueva;2020;8.998
03061 Daya Nueva;2019;8.855
03061 Daya Nueva;2018;8.254
03061 Daya Nueva;2017;7.701
03061 Daya Nueva;2016;7.204
03061 Daya Nueva;2015;7.308
03062 Daya Vieja;2022;11.345
03062 Daya Vieja;2021;10.237
03062 Daya Vieja;2020;8.382
03062 Daya Vieja;2019;8.485
03062 Daya Vieja;2018;7.905
03062 Daya Vieja;2017;7.492
03062 Daya Vieja;2016;6.223
03062 Daya Vieja;2015;7.198
03063 Dénia;2022;11.906
03063 Dénia;2021;11.419
03063 Dénia;2020;10.653
03063 Dénia;2019;10.596
03063 Dénia;2018;10.112
03063 Dénia;2017;9.675
03063 Dénia;2016;9.216
03063 Dénia;2015;8.993
03064 Dolores;2022;9.338
03064 Dolores;2021;8.828
03064 Dolores;2020;8.357
03064 Dolores;2019;8.178
03064 Dolores;2018;7.727
03064 Dolores;2017;7.222
03064 Dolores;2016;6.808
03064 Dolores;2015;6.589
03065 Elx/Elche;2022;11.085
03065 Elx/Elche;2021;10.374
03065 Elx/Elche;2020;9.840
03065 Elx/Elche;2019;9.629
03065 Elx/Elche;2018;9.220
03065 Elx/Elche;2017;8.743
03065 Elx/Elche;2016;8.311
03065 Elx/Elche;2015;8.059
03066 Elda;2022;10.500
03066 Elda;2021;9.980
03066 Elda;2020;9.452
03066 Elda;2019;9.425
03066 Elda;2018;8.999
03066 Elda;2017;8.609
03066 Elda;2016;8.219
03066 Elda;2015;7.956
03067 Fageca;2022;17.248
03067 Fageca;2021;14.117
03067 Fageca;2020;14.083
03067 Fageca;2019;14.368
03067 Fageca;2018;13.279
03067 Fageca;2017;12.413
03067 Fageca;2016;11.791
03067 Fageca;2015;11.288
03068 Famorca;2022;.
03068 Famorca;2021;.
03068 Famorca;2020;13.720
03068 Famorca;2019;.
03068 Famorca;2018;.
03068 Famorca;2017;.
03068 Famorca;2016;.
03068 Famorca;2015;.
03069 Finestrat;2022;11.090
03069 Finestrat;2021;10.588
03069 Finestrat;2020;9.757
03069 Finestrat;2019;10.322
03069 Finestrat;2018;10.090
03069 Finestrat;2017;9.550
03069 Finestrat;2016;8.183
03069 Finestrat;2015;8.896
03070 Formentera del Segura;2022;8.689
03070 Formentera del Segura;2021;8.489
03070 Formentera del Segura;2020;7.943
03070 Formentera del Segura;2019;7.913
03070 Formentera del Segura;2018;7.335
03070 Formentera del Segura;2017;6.923
03070 Formentera del Segura;2016;6.109
03070 Formentera del Segura;2015;6.326
03071 Gata de Gorgos;2022;10.734
03071 Gata de Gorgos;2021;10.028
03071 Gata de Gorgos;2020;9.497
03071 Gata de Gorgos;2019;9.441
03071 Gata de Gorgos;2018;9.220
03071 Gata de Gorgos;2017;8.829
03071 Gata de Gorgos;2016;8.319
03071 Gata de Gorgos;2015;8.387
03072 Gaianes;2022;12.474
03072 Gaianes;2021;11.424
03072 Gaianes;2020;10.656
03072 Gaianes;2019;10.935
03072 Gaianes;2018;10.893
03072 Gaianes;2017;10.375
03072 Gaianes;2016;9.892
03072 Gaianes;2015;9.921
03073 Gorga;2022;12.862
03073 Gorga;2021;12.988
03073 Gorga;2020;12.400
03073 Gorga;2019;13.299
03073 Gorga;2018;11.332
03073 Gorga;2017;10.724
03073 Gorga;2016;9.134
03073 Gorga;2015;9.286
03074 Granja de Rocamora;2022;10.026
03074 Granja de Rocamora;2021;9.512
03074 Granja de Rocamora;2020;9.023
03074 Granja de Rocamora;2019;8.953
03074 Granja de Rocamora;2018;8.476
03074 Granja de Rocamora;2017;8.130
03074 Granja de Rocamora;2016;7.891
03074 Granja de Rocamora;2015;7.708
03075 Castell de Guadalest, el;2022;12.500
03075 Castell de Guadalest, el;2021;11.611
03075 Castell de Guadalest, el;2020;11.275
03075 Castell de Guadalest, el;2019;12.020
03075 Castell de Guadalest, el;2018;10.466
03075 Castell de Guadalest, el;2017;11.077
03075 Castell de Guadalest, el;2016;9.869
03075 Castell de Guadalest, el;2015;9.900
03076 Guardamar del Segura;2022;11.144
03076 Guardamar del Segura;2021;10.732
03076 Guardamar del Segura;2020;10.143
03076 Guardamar del Segura;2019;10.073
03076 Guardamar del Segura;2018;9.659
03076 Guardamar del Segura;2017;9.255
03076 Guardamar del Segura;2016;8.632
03076 Guardamar del Segura;2015;8.624
03077 Fondó de les Neus, el/Hondón de las Nieves;2022;10.729
03077 Fondó de les Neus, el/Hondón de las Nieves;2021;10.482
03077 Fondó de les Neus, el/Hondón de las Nieves;2020;9.682
03077 Fondó de les Neus, el/Hondón de las Nieves;2019;9.324
03077 Fondó de les Neus, el/Hondón de las Nieves;2018;8.826
03077 Fondó de les Neus, el/Hondón de las Nieves;2017;8.372
03077 Fondó de les Neus, el/Hondón de las Nieves;2016;7.735
03077 Fondó de les Neus, el/Hondón de las Nieves;2015;7.382
03078 Hondón de los Frailes;2022;9.089
03078 Hondón de los Frailes;2021;8.807
03078 Hondón de los Frailes;2020;8.006
03078 Hondón de los Frailes;2019;7.823
03078 Hondón de los Frailes;2018;7.326
03078 Hondón de los Frailes;2017;7.132
03078 Hondón de los Frailes;2016;6.443
03078 Hondón de los Frailes;2015;6.706
03079 Ibi;2022;12.467
03079 Ibi;2021;12.049
03079 Ibi;2020;11.589
03079 Ibi;2019;11.435
03079 Ibi;2018;10.500
03079 Ibi;2017;10.439
03079 Ibi;2016;9.906
03079 Ibi;2015;9.474
03080 Jacarilla;2022;10.549
03080 Jacarilla;2021;9.842
03080 Jacarilla;2020;9.800
03080 Jacarilla;2019;9.764
03080 Jacarilla;2018;9.050
03080 Jacarilla;2017;8.504
03080 Jacarilla;2016;7.917
03080 Jacarilla;2015;7.758
03081 Xaló;2022;10.672
03081 Xaló;2021;10.030
03081 Xaló;2020;9.218
03081 Xaló;2019;9.106
03081 Xaló;2018;8.852
03081 Xaló;2017;8.301
03081 Xaló;2016;7.567
03081 Xaló;2015;8.137
03082 Xàbia/Jávea;2022;11.283
03082 Xàbia/Jávea;2021;10.544
03082 Xàbia/Jávea;2020;9.608
03082 Xàbia/Jávea;2019;9.662
03082 Xàbia/Jávea;2018;9.412
03082 Xàbia/Jávea;2017;8.842
03082 Xàbia/Jávea;2016;8.402
03082 Xàbia/Jávea;2015;8.642
03083 Xixona/Jijona;2022;13.199
03083 Xixona/Jijona;2021;12.452
03083 Xixona/Jijona;2020;12.186
03083 Xixona/Jijona;2019;12.020
03083 Xixona/Jijona;2018;11.934
03083 Xixona/Jijona;2017;11.484
03083 Xixona/Jijona;2016;10.592
03083 Xixona/Jijona;2015;10.598
03084 Orxa, l'/Lorcha;2022;13.946
03084 Orxa, l'/Lorcha;2021;13.525
03084 Orxa, l'/Lorcha;2020;12.998
03084 Orxa, l'/Lorcha;2019;12.709
03084 Orxa, l'/Lorcha;2018;12.392
03084 Orxa, l'/Lorcha;2017;11.183
03084 Orxa, l'/Lorcha;2016;10.641
03084 Orxa, l'/Lorcha;2015;10.454
03085 Llíber;2022;10.653
03085 Llíber;2021;10.446
03085 Llíber;2020;8.462
03085 Llíber;2019;9.410
03085 Llíber;2018;8.298
03085 Llíber;2017;7.937
03085 Llíber;2016;7.374
03085 Llíber;2015;7.853
03086 Millena;2022;12.677
03086 Millena;2021;11.775
03086 Millena;2020;11.532
03086 Millena;2019;11.008
03086 Millena;2018;11.092
03086 Millena;2017;9.731
03086 Millena;2016;9.363
03086 Millena;2015;9.244
03088 Monforte del Cid;2022;11.553
03088 Monforte del Cid;2021;10.781
03088 Monforte del Cid;2020;10.401
03088 Monforte del Cid;2019;10.065
03088 Monforte del Cid;2018;9.507
03088 Monforte del Cid;2017;9.038
03088 Monforte del Cid;2016;8.641
03088 Monforte del Cid;2015;8.284
03089 Monòver/Monóvar;2022;10.250
03089 Monòver/Monóvar;2021;9.613
03089 Monòver/Monóvar;2020;9.254
03089 Monòver/Monóvar;2019;9.112
03089 Monòver/Monóvar;2018;8.642
03089 Monòver/Monóvar;2017;8.187
03089 Monòver/Monóvar;2016;7.897
03089 Monòver/Monóvar;2015;7.687
03090 Mutxamel;2022;13.142
03090 Mutxamel;2021;12.325
03090 Mutxamel;2020;11.635
03090 Mutxamel;2019;11.678
03090 Mutxamel;2018;11.110
03090 Mutxamel;2017;10.540
03090 Mutxamel;2016;10.071
03090 Mutxamel;2015;9.909
03091 Murla;2022;10.943
03091 Murla;2021;10.990
03091 Murla;2020;10.582
03091 Murla;2019;10.152
03091 Murla;2018;9.968
03091 Murla;2017;9.494
03091 Murla;2016;8.522
03091 Murla;2015;9.738
03092 Muro de Alcoy;2022;11.804
03092 Muro de Alcoy;2021;11.161
03092 Muro de Alcoy;2020;10.612
03092 Muro de Alcoy;2019;10.255
03092 Muro de Alcoy;2018;9.755
03092 Muro de Alcoy;2017;9.262
03092 Muro de Alcoy;2016;8.894
03092 Muro de Alcoy;2015;8.533
03093 Novelda;2022;11.495
03093 Novelda;2021;10.949
03093 Novelda;2020;10.326
03093 Novelda;2019;10.378
03093 Novelda;2018;9.909
03093 Novelda;2017;9.745
03093 Novelda;2016;9.175
03093 Novelda;2015;8.928
03094 Nucia, la;2022;11.166
03094 Nucia, la;2021;10.332
03094 Nucia, la;2020;9.641
03094 Nucia, la;2019;10.242
03094 Nucia, la;2018;9.585
03094 Nucia, la;2017;9.007
03094 Nucia, la;2016;7.977
03094 Nucia, la;2015;8.401
03095 Ondara;2022;10.900
03095 Ondara;2021;10.214
03095 Ondara;2020;9.644
03095 Ondara;2019;9.477
03095 Ondara;2018;9.011
03095 Ondara;2017;8.547
03095 Ondara;2016;8.085
03095 Ondara;2015;7.767
03096 Onil;2022;12.383
03096 Onil;2021;11.967
03096 Onil;2020;11.361
03096 Onil;2019;11.240
03096 Onil;2018;10.774
03096 Onil;2017;10.109
03096 Onil;2016;9.456
03096 Onil;2015;9.150
03097 Orba;2022;10.523
03097 Orba;2021;10.309
03097 Orba;2020;9.413
03097 Orba;2019;9.593
03097 Orba;2018;9.008
03097 Orba;2017;8.949
03097 Orba;2016;7.793
03097 Orba;2015;8.610
03098 Orxeta;2022;12.184
03098 Orxeta;2021;11.447
03098 Orxeta;2020;10.440
03098 Orxeta;2019;10.695
03098 Orxeta;2018;10.046
03098 Orxeta;2017;9.599
03098 Orxeta;2016;8.165
03098 Orxeta;2015;8.593
03099 Orihuela;2022;10.472
03099 Orihuela;2021;9.933
03099 Orihuela;2020;9.563
03099 Orihuela;2019;9.388
03099 Orihuela;2018;9.069
03099 Orihuela;2017;8.610
03099 Orihuela;2016;8.110
03099 Orihuela;2015;8.019
03100 Parcent;2022;10.379
03100 Parcent;2021;10.150
03100 Parcent;2020;9.283
03100 Parcent;2019;9.488
03100 Parcent;2018;9.426
03100 Parcent;2017;9.009
03100 Parcent;2016;7.869
03100 Parcent;2015;7.998
03101 Pedreguer;2022;11.420
03101 Pedreguer;2021;10.824
03101 Pedreguer;2020;10.432
03101 Pedreguer;2019;10.189
03101 Pedreguer;2018;9.917
03101 Pedreguer;2017;9.362
03101 Pedreguer;2016;9.008
03101 Pedreguer;2015;8.701
03102 Pego;2022;11.575
03102 Pego;2021;10.941
03102 Pego;2020;10.443
03102 Pego;2019;10.232
03102 Pego;2018;9.926
03102 Pego;2017;9.362
03102 Pego;2016;8.620
03102 Pego;2015;8.592
03103 Penàguila;2022;13.780
03103 Penàguila;2021;12.144
03103 Penàguila;2020;12.015
03103 Penàguila;2019;11.850
03103 Penàguila;2018;11.550
03103 Penàguila;2017;10.622
03103 Penàguila;2016;10.425
03103 Penàguila;2015;9.901
03104 Petrer;2022;11.127
03104 Petrer;2021;10.289
03104 Petrer;2020;9.660
03104 Petrer;2019;9.618
